trade_date_id,create_order_date,buy_ticket,sell_ticket,account_balance,account_equity,account_margin,current_market_price,buy_volume,sell_volume,buy_at,sell_at,first_buy_at,first_sell_at,buy_status,sell_status,fib_number,next_fib_number,next_volume,next_buy_at,next_sell_at,market_direction,close_all_order_type,max_buy_direction_price,max_sell_direction_price,close_all_when_market_reverse_price_at,is_first_order_of_sequence
151123012212,2023-11-15 01:22:12.324289,524131138,524131142,6132.22,6132.23,2087.06,1.67313,0.01,0.01,1.67313,1.67309,1.67313,1.67309,close,close,1,1.0,0.01,1.67513,1.67109,,,1.67313,1.67309,,True
151123082216,2023-11-15 08:22:16.268071,524293616,524293624,6133.11,6131.43,1087.08,1.67529,0.01,0.01,1.67529,1.67515,1.67313,1.67309,close,close,1,2.0,0.02,1.67729,1.67315,buy,sell,1.6756,1.67515,1.6749331,False
151123091637,2023-11-15 09:16:37.787669,524313959,524313962,6131.7,6131.5,0.0,1.67415,0.01,0.01,1.67415,1.67408,1.67415,1.67408,close,close,1,1.0,0.01,1.67615,1.67208,,,1.67415,1.67408,,True
151123223149,2023-11-15 22:31:49.109338,524937758,524937769,6148.65,6131.03,4508.98,1.66768,0.01,0.01,1.66767,1.66763,1.67313,1.67309,close,close,1,2.0,0.02,1.66967,1.66563,sell,buy,1.66767,1.6662,1.6643397,False
151123225549,2023-11-15 22:55:49.908306,524974142,524974184,6135.72,6126.93,2331.08,1.66513,0.01,0.01,1.66513,1.66502,1.66513,1.66502,close,close,1,1.0,0.01,1.66713,1.66302,,,1.66513,1.66502,,True
161123051059,2023-11-16 05:10:59.649250,525245727,525245730,6129.48,6126.86,1086.26,1.66846,0.01,0.01,1.66846,1.6667999999999998,1.67313,1.67309,close,close,1,2.0,0.02,1.67046,1.6647999999999998,buy,sell,1.66846,1.6667999999999998,1.669861,False
161123092654,2023-11-16 09:26:54.252512,525345897,525345902,6125.41,6125.23,0.0,1.67528,0.01,0.01,1.67529,1.67523,1.67529,1.67523,close,close,1,1.0,0.01,1.67729,1.67323,,,1.67529,1.67523,,True
161123131157,2023-11-16 13:11:57.941000,525423497,525423504,6126.05,6124.53,1084.02,1.67306,0.01,0.01,1.67306,1.67301,1.67313,1.67309,close,close,1,2.0,0.02,1.67506,1.67101,sell,buy,1.67306,1.67235,1.6721502,False
161123223159,2023-11-16 22:31:59.606531,525915644,525915670,6125.14,6122.05,1000.0,1.6766299999999998,0.01,0.01,1.67673,1.67677,1.67673,1.67677,close,close,1,1.0,0.01,1.67873,1.67477,,,1.67673,1.67677,,True
161123233203,2023-11-16 23:32:03.800922,525986886,525986915,6129.06,6118.53,4421.98,1.67923,0.01,0.01,1.67924,1.67919,1.67313,1.67309,close,close,1,2.0,0.02,1.68124,1.67719,buy,sell,1.67924,1.67919,1.677407,False
171123094201,2023-11-17 09:42:01.552599,526258882,526258884,6125.24,6118.65,0.0,1.67973,0.01,0.01,1.67973,1.67967,1.67973,1.67967,close,close,1,1.0,0.01,1.68173,1.67767,,,1.67973,1.67967,,True
171123115706,2023-11-17 11:57:06.254643,526293795,526293797,6126.1,6117.97,1085.0,1.67757,0.01,0.01,1.6775799999999998,1.67752,1.67313,1.67309,close,close,1,2.0,0.02,1.67958,1.67552,sell,buy,1.6775799999999998,1.67752,1.676191,False
171123185916,2023-11-17 18:59:16.177922,526603816,526603821,6116.68,6116.68,0.0,1.67181,0.03,0.03,1.67181,1.67171,1.67181,1.67171,close,close,1,1.0,0.03,1.67531,1.66821,,,1.67181,1.67171,,True
171123233101,2023-11-17 23:31:01.631146,526855048,526855060,6122.64,6115.22,3259.77,1.67548,0.03,0.03,1.67548,1.6754,1.67313,1.67309,close,close,1,2.0,0.06,1.67898,1.6719,buy,sell,1.67601,1.6754,1.6752324,False
201123085314,2023-11-20 08:53:14.024940,527166103,527166105,6121.87,6115.68,2000.0,1.67283,0.03,0.03,1.67283,1.67274,1.67283,1.67274,close,close,1,1.0,0.03,1.67633,1.66924,,,1.67283,1.67274,,True
201123235648,2023-11-20 23:56:48.133480,527796366,527796372,6134.85,6109.6,2000.0,1.66921,0.03,0.03,1.66922,1.66921,1.67313,1.67309,close,close,1,2.0,0.06,1.6727200000000002,1.66571,sell,buy,1.66922,1.66906,1.6679719,False
